id,nom,structure_porteuse,type_lieu,nature_juridique,statut,adresse_commune,tarifs,gratuit ou pas,description,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_departement,adresse_region,adresse_complément,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_complement,contact_telephone_details,contact_telephone_complement_detail,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,accessibilite,services,niveau_service,labels,geo_point
96,L'Eycho de la Forêt,Mairie d'Eysines,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Eysines,"Gratuit,Adhérent,Payant",avec condition,"L'Eycho est un lieu d'animation et de vie sociale à vocation familiale, pluri-générationnelle et donc ouvert à tou(te)s! Organisé en 4 pôles situés au cœur des quartiers Eysinais, Il propose des projets, des ateliers, des activités et des moments conviviaux à partager tout au long de l'année. Les actions de l'Eycho sont conçues avec les habitants et à partir de leurs attentes dans les domaines du sport, de la culture, des loisirs, du multimédia, de l'action sociale, de l'emploi, de la solidarité ou encore du développement durable.",,10 rue Marguerite Duras,10,Rue Marguerite Duras,33320,33162,Gironde,Nouvelle Aquitaine,,44.8637608719417,-0.643801653753086,,Non,556289076,777260922,"Lundi 10h-13h/14h-18h, Mardi Mercredi Jeudi 10h-13h/14h-19h, Vendredi 15h-19h, Samedi 14h-18h",,leycho.bourg@eysines.fr,https://www.eysines.fr/solidarite-et-social/leycho/le-centre-social-eycho/,https://www.facebook.com/eychoeysines,"Lundi 10h-13h/14h-18h, Mardi Mercredi Jeudi 10h-13h/14h-19h, Vendredi 15h-19h, Samedi 14h-18h.","Mo 10:00-13:00,14:00-18:00; Tu-Th 10:00-13:00,14:00-19:00; Fr 15:00-19:00; Sa 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Maîtrise,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Expert,SITEWEB/Basique,CODE/Non,MOOC/Maîtrise",Autre dispositif,"44.8637608719, -0.643801653753"
97,Médiathèque Jean Degoul d'Eysines,Mairie d'Eysines,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Eysines,Gratuit,gratuit sans restrictions,"Encadrée de verdure et au pied du tram D, la médiathèque Jean Degoul vous propose des espaces au calme pour lire ou travailler, mais aussi, pour toute la famille, des rencontres littéraires ou musicales, des conférences, des expositions, des lectures pour la jeunesse et un ""club des incorrigibles lecteurs"". Avec 4 postes en libre-service et 10 tablettes en prêt sur place, pour consulter vos messageries ou surfer sur internet, venez expérimenter, dans les ateliers, des apprentissages facilités et des expériences utilisateurs innovantes et épanouissantes.",,2 rue de l’Église,2,Rue de l'Eglise,33320,,Gironde,Nouvelle Aquitaine,,,,,Non,556578486,,"Mardi, Vendredi : 14h-18h30. Mercredi : 10h-18h30. Samedi : 10h-16h.",,mediatheque@eysines.fr,https://www.eysines-culture.fr/lieux/mediatheque-jean-degoul/,https://www.facebook.com/EysinesCulture,"Mardi, Vendredi : 14h-18h30. Mercredi : 10h-18h30. Samedi : 10h-16h.","Tu,Fr 14:00-18:30; We 10:00-18:30; Sa 10:00-16:00",Jeunes,,Collectif,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Basique,MAILS/Basique,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Basique,MOOC/Non",,
99,Ricochet,,Association,Association,Privé,Le Bouscat,Gratuit,gratuit sans restrictions,"L'association Ricochet est un lieu d'initiatives porté par des habitants. Espace de création sociale et de participation citoyenne, elle réunit des personnes de toutes générations autour de valeurs communes. Ricochet est un partenaire de la vie de la ville du Bouscat et souhaite porter une attention toute particulière et contribuer au développement social local de l'est du Bouscat, de l'avenue de la Libération à la Place Ravezies. Depuis le 1er janvier 2019, l'association Ricochet est agréée centre social par la CAF de la Gironde.",,8 rue Condorcet,8,Rue Condorcet,33110,33069,Gironde,Nouvelle Aquitaine,,44.8691056484179,-0.578416104725714,,Non,556072048,,"Sur rendez-vous le : Mardi, Mercredi, Vendredi et Samedi 11h-12h30/14h-19h. Jeudi : 16h30-20h accès sans rendez-vous.",,association@ricochetasso.fr,https://www.ricochetasso.fr,https://www.facebook.com/ricochetasso33/,"Sur rendez-vous le : Mardi, Mercredi, Vendredi et Samedi 11h-12h30/14h-19h. Jeudi : 16h30-20h accès sans rendez-vous.",Th 16:30-20:00,"Allocataires,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Expert,CV/Maîtrise,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Basique,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Maîtrise,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Basique,CODE/Non,MOOC/Basique",,"44.8691056484, -0.578416104726"
101,Centre Socioculturel La Source,,Centre social,Collectivité locale ou territoriale,Public,Le Haillan,"Gratuit,Adhérent,Payant",avec condition,"La Source est un équipement de proximité porté par des habitants engagés, accompagnés par une équipe de professionnels au service de leurs projets. Le centre participe à la vie du territoire en soutenant les initiatives locales autour du vivre ensemble et de la citoyenneté. Il soutient les habitants de tous âges et les familles en proposant des actions relatives à la parentalité, des loisirs éducatifs, de l'accompagnement aux démarches administratives et d'accès aux droits ainsi qu'au montage de projet. Il accueille également des partenaires autour du logement, de l’accompagnement social, et de l'alphabétisation.",,58 rue Edmond Rostand,58,Rue Edmond Rostand,33185,33200,Gironde,Nouvelle Aquitaine,,44.8636131735727,-0.671097076611717,,Non,556349410,,"Lundi : 14h-18h. Mardi, Mercredi, Jeudi, Vendredi : 9h-12h/ 14h-18h.",,lasource@ville-lehaillan.fr,https://www.ville-lehaillan.fr/La-Source-Centre-Socio-Culturel.html,https://www.facebook.com/LaSource33185/,"Lundi : 14h-18h. Mardi, Mercredi, Jeudi, Vendredi : 9h-12h/ 14h-18h.","Mo 14:00-18:00; Tu-Fr 09:00-12:00,14:00-18:00",Jeunes,Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Non,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Non,DECLAPE/Maîtrise,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Maîtrise,CPAM/Maîtrise,FACTURES/Maîtrise,ETATCIVIL/Maîtrise,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",Point relais CAF,"44.8636131736, -0.671097076612"
102,Médiathèque du Taillan-Médoc,Mairie du Taillan-Médoc,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Le Taillan-Médoc,"Gratuit,Adhérent",avec condition,"Au cœur du Pôle Culturel de la Haye, la culture se livre ici dans un véritable écrin de verdure. Sur plus de 1500m2, profitez d’un choix de plus de 30 000 documents, au gré d’espaces chaleureux et accueillants, où l’équipe de la médiathèque vous accompagnera dans vos découvertes.",,8 rue de Calavet,8,Rue de Calavet,33320,33519,Gironde,Nouvelle Aquitaine,,44.9114663819495,-0.681306588097497,,Non,556356096,,Mardi : 14h-18h. Mercredi : 10h-18h. Vendredi : 14h-18h. Samedi : 10h-17h.,,mediatheque@taillan-medoc.fr,http://www.mediatheque-taillan-medoc.fr/,https://www.facebook.com/Médiathèque-du-Taillan-Médoc-5980382303,Mardi : 14h-18h. Mercredi : 10h-18h. Vendredi : 14h-18h. Samedi : 10h-17h.,"Tu,Fr 14:00-18:00; We 10:00-18:00; Sa 10:00-17:00","Allocataires,Séniors",Sur inscription ou rendez-vous,Collectif,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Basique,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Maîtrise",,"44.9114663819, -0.681306588097"
104,AGIRabcd (Association Générale des Intervenants Retraités actions de bénévoles de coopération et de développement),,Association,Association,Privé,Mérignac,Payant,avec condition,L’Association Générale des Intervenants Retraités met les compétences de ses bénévoles au service du public en difficulté.,,55 avenue du Maréchal de Lattre de Tassigny,55,Avenue Maréchal de Lattre de Tassigny,33700,33281,Gironde,Nouvelle Aquitaine,,44.8458005622477,-0.65471965686926,,Non,557001510,,Lundi au Vendredi : 9h-17h.,,agirmerignac@gmail.com,http://agirabcd33.com/antenne-merignac.html,,Lundi au Vendredi : 9h-17h.,Mo-Fr 09:00-17:00,Séniors,Sur inscription ou rendez-vous,Collectif,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8458005622, -0.654719656869"
105,Arts et Loisirs d'Arlac - Centre Socioculturel,,Centre social,Association,Privé,Mérignac,"Gratuit,Adhérent,Payant",avec condition,"Le centre socioculturel Arts et Loisirs d’Arlac est une association à but non lucratif, agréée d’Education Populaire. Elle fonctionne grâce à tous ses adhérents, des administrateurs élus lors de l’Assemblée Générale annuelle, ses nombreux bénévoles et une équipe de salariés.",,14 rue Marcel,,Avenue Chapelle Sainte-Bernadette,33700,33281,Gironde,Nouvelle Aquitaine,,44.8232334870555,-0.62372669315055,,Non,556995533,,Lundi : 14h-19h. Mardi : 10h-12h/14h-19h. Mercredi : 9h30-12h/14h-17h30. Jeudi : 10h30-12h/14h-19h. Vendredi : 10h-12h/14h-19h. Samedi : 9h30-12h.,,contact@artsetloisirsarlac.fr,https://artsetloisirsarlac.centres-sociaux.fr/,https://www.facebook.com/artsetloisirsarlac.fr/,Lundi : 14h-19h. Mardi : 10h-12h/14h-19h. Mercredi : 9h30-12h/14h-17h30. Jeudi : 10h30-12h/14h-19h. Vendredi : 10h-12h/14h-19h. Samedi : 9h30-12h.,"Mo 14:00-19:00; Tu,Fr 10:00-12:00,14:00-19:00; We 09:30-12:00,14:00-19:30; Th 10:30-12:00,14:00-19:00; Sa 09:30-12:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Expert,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Non,CPAM/Maîtrise,FACTURES/Non,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Expert,IMPTROISD/Expert,PAO/Maîtrise,SITEWEB/Expert,CODE/Maîtrise,MOOC/Basique",APTIC,"44.8232334871, -0.623726693151"
107,Bureau Information Jeunesse Mérignac,,Association,Association,Privé,Mérignac Cedex,Gratuit,gratuit sans restrictions,"Le BIJ est un lieu d'accueil, d'information, de conseil et d'accompagnement aux projets pour : l’orientation, l’insertion, la recherche d’emploi : aide à la rédaction de CV et de lettre de motivation, les dispositifs d’aide ou projets de mobilité. Le BIJ propose au public différents services : accès à des postes informatiques, imprimante, scanner, photocopieuse ainsi que de la documentation et d’autres outils d’information.",,Place Charles de Gaulle,,Place Charles de Gaulle,33697,33281,Gironde,Nouvelle Aquitaine,médiathèque Michel Sainte Marie BP 40273,44.842035341258,-0.646547467595936,,Non,557000240,,Mardi et Vendredi : 14h-18h. Mercredi : 10h-13h/14h-18h. Jeudi : 14h-17h. Samedi : 10h-13h/14h-17h.,,bij@merignac.com,http://www.merignac.com/actualites/le-bureau-information-jeunesse-merignac-un-lieu-pour-tous-les-jeunes-de-11-30-ans,https://www.facebook.com/merignacjeunesse/,Mardi et Vendredi : 14h-18h. Mercredi : 10h-13h/14h-18h. Jeudi : 14h-17h. Samedi : 10h-13h/14h-17h.,"Mo,Fr 14:00-18:00; We 10:00-13:00,14:00-18:00; Th 14:00-17:00; Sa 10:00-13:00,14:00-17:00","Etrangers,Jeunes,Personnes en situation de handicap",Sur inscription ou rendez-vous,Individuel,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Maîtrise,DIFFCV/Maîtrise,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Maîtrise,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Basique,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Non,CODE/Non,MOOC/Maîtrise",,"44.8420353413, -0.646547467596"
114,ConfluenceS,,Association,Association,Privé,Saint-Médard-en-Jalles,Gratuit,gratuit sans restrictions,"ConfluenceS est l'association qui regroupe l'Espace de Vie Sociale de Feydit (quartier de Corbiac), le centre social de la Maison d'Animation des Jalles (quartiers de Magudas et Caupian) et l'Espace de Vie Sociale de La Ruche (quartiers du centre-ville et Gajac). Elle accueille les familles des quartiers Est de la ville de Saint-Médard-en-Jalles.",,11 rue du Commandant Charcot,11,Rue du Commandant Charcot,33160,33449,Gironde,Nouvelle Aquitaine,,44.864356090348,-0.725727940959489,,Non,556058219,,Lundi au Jeudi : 8h30-12h30/13h30-18h00.,,maj@asso-confluences.fr,http://www.maisondanimationdesjalles.org/,,Lundi au Jeudi : 8h30-12h30/13h30-18h00.,"Mo-Th 09:30-12:30,13:30-18:00",Tout public,Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8643560903, -0.725727940959"
115,La Ruche – ConfluenceS,,Association,Association,Privé,Saint-Médard-en-Jalles,Gratuit,gratuit sans restrictions,L'association ConfluenceS regroupe 1 centre social et 2 Espaces de Vie Sociale sur Saint-Médard-en-Jalles. L'Espace de Vie Sociale de La Ruche y développe des projets d'animation de la vie locale en centre-ville.,,23 rue Henri Martin,23,Rue Henri Martin,33160,33449,Gironde,Nouvelle Aquitaine,,44.8934245841448,-0.714179885020223,,Non,649288873,,Ateliers informatiques : Mardi et Jeudi : 14h-16h. Permanences administratives : Mardi et Jeudi : 17h-19h.,,laruche@asso-confluences.fr,https://www.laruchenjalles.com/,,Ateliers informatiques : Mardi et Jeudi : 14h-16h. Permanences administratives : Mardi et Jeudi : 17h-19h.,"Tu,Th 14:00-16:00","Tout public,Allocataires,Demandeurs d'emploi,Etrangers,Jeunes,Personnes en situation de handicap,Séniors",Sur inscription ou rendez-vous,Individuel,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Basique,ORDI/Basique,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Basique,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Maîtrise,RETRAITE/Basique,CPAM/Basique,FACTURES/Basique,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",Autre dispositif,"44.8934245841, -0.71417988502"
116,Médiathèque de Saint-Médard-en-Jalles,Mairie de Saint-Médard-en-Jalles,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Saint-Médard-en-Jalles,"Gratuit,Adhérent",avec condition,"Les Médiathèques vous proposent des livres, BD et mangas, CD et DVD, partitions et instruments de musique, jeux vidéo et jeux traditionnels, journaux et revues, un espace d’autoformation, deux espaces multimédia et des ressources numériques pour toute la famille. Vous y trouverez aussi une programmation culturelle riche et variée, renouvelée chaque mois.",,Place de la République,,Place de la République,33160,33449,Gironde,Nouvelle Aquitaine,,44.8926963614846,-0.71496582302561,,Non,557931850,,"Mardi, Jeudi et Vendredi : 14h30-18h. Mercredi : 10h-19h. Samedi : 10h-18h.",,mediatheques@saint-medard-en-jalles.fr,http://mediatheques.saint-medard-en-jalles.fr,https://www.facebook.com/lesmediathequessmj/,"Mardi, Jeudi et Vendredi : 14h30-18h. Mercredi : 10h-19h. Samedi : 10h-18h.",Tu-Fr 14:30-18:00; We 10:00-19:00; Sa 10:00-18:00,"Allocataires,Demandeurs d'emploi,Jeunes,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Maîtrise",,"44.8926963615, -0.714965823026"
118,Maison de quartier Feydit,,Maison de quartier,Association,Privé,Saint-Médard-en-Jalles,"Gratuit,Adhérent,Payant",avec condition,"L'association "" Centre d'animation de Feydit "", créée en décembre 1992, est une association de quartiers (secteurs EST de Saint-Médard-en-Jalles) dont les buts visent principalement la création de liens entre les habitants le dialogue et la solidarité entre générations, la possibilité pour chacun de s'exprimer et l'animation d'un centre d'accueil pour les jeunes. Les activités proposées par Feydit concernent toutes les classes d'âges.",,60 route de Feydit,60,Route de Feydit,33160,33449,Gironde,Nouvelle Aquitaine,,44.8697194156193,-0.70281075287073,,Non,556054932,,Jeudi 14h-16 Point relais CAF.  Ponctuellement le Vendredi 14h-16h.,,feydit@asso-confluences.fr,http://feydit.saintmedardasso.fr/,,Jeudi 14h-16 Point relais CAF.  Ponctuellement le Vendredi 14h-16h.,"Th,Fr 14:00-16:00",Séniors,Sur inscription ou rendez-vous,Collectif,,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Maîtrise,MAILS/Maîtrise,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Basique,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Basique,SITEWEB/Non,CODE/Non,MOOC/Non",Point relais CAF,"44.8697194156, -0.702810752871"
120,Atelier Giono,Mairie de Bordeaux,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Bordeaux,Payant,avec condition,"Les ateliers Brach et Giono de la ville de bordeaux dispensent des activités d'apprentissage tout le long de l'année aux personnes âgées de 60 ans, par le biais des intervenants professionnels Des cours d'informatiques sont donnés sous un format de stage de 3h à 6h autour  de différentes thématiques . Les tarifs d'un stage de 3h, établis en fonction des résidents bordelais, s'échelonnent  de 3 à 11 euros. Un forfait de 13 euros est appliqué aux seniors non domiciliés sur Bordeaux",,Maison Polyvalente Coeur de Bastide 13 allée Jean Giono,13,Allée Jean Giono,33100,33063,Gironde,Nouvelle Aquitaine,,44.845486732478,-0.562919208432608,,Non,524576504,,Lundi au Vendredi : 9h à 12 h et de 14h à 17h,,atelierssenior@mairie-bordeaux.fr,https://seniorsreporters.bordeaux.fr,https://www.facebook.com/Bordeaux.Seniors/,Lundi au Vendredi : 9h à 12 h et de 14h à 17h,"Mo-Fr 09:00-12:00,14:00-17:00",Séniors,Sur inscription ou rendez-vous,Collectif,Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Maîtrise,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Expert,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Non,MOOC/Non",,"44.8454867325, -0.562919208433"
126,Ludo-Médiathèque de Saint-Médard-en-Jalles,Mairie de Saint-Médard-en-Jalles,Bibliothèque / Médiathèque,Collectivité locale ou territoriale,Public,Saint-Médard-en-Jalles,"Gratuit,Adhérent",avec condition,"Les Médiathèques vous proposent des livres, BD et mangas, CD et DVD, partitions et instruments de musique, jeux vidéo et jeux traditionnels, journaux et revues, un espace d’autoformation, deux espaces multimédia et des ressources numériques pour toute la famille. Vous y trouverez aussi une programmation culturelle riche et variée, renouvelée chaque mois.",,"26, rue Aurel Chazeau",26,Rue Aurel Chazeau,33160,33449,Gironde,Nouvelle Aquitaine,,44.9002627879429,-0.744992912932955,,Non,556014085,,Mardi et Vendredi : 14h30-18h. Mercredi : 10h-19h. Samedi : 10h-18h.,,mediatheques@saint-medard-en-jalles.fr,http://mediatheques.saint-medard-en-jalles.fr,https://www.facebook.com/lesmediathequessmj/,Mardi et Vendredi : 14h30-18h. Mercredi : 10h-19h. Samedi : 10h-18h.,"Tu,Fr 14:30-18:00; We 10:00-19:00; Sa 10:00-18:00","Allocataires,Demandeurs d'emploi,Jeunes,Séniors",Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Maîtrise,ORDI/Maîtrise,INTERNET/Expert,MAILS/Expert,CV/Basique,DIFFCV/Basique,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Basique,DROITSSOCIAUXRSACAF/Basique,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Basique,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Maîtrise,SITEWEB/Maîtrise,CODE/Maîtrise,MOOC/Maîtrise",,"44.9002627879, -0.744992912933"
127,L'Eycho du Vigean,Mairie d'Eysines,"Commune (Ville, CCAS, Centre Culturel…)",Collectivité locale ou territoriale,Public,Eysines,"Gratuit,Adhérent,Payant",avec condition,"L'Eycho est un lieu d'animation et de vie sociale à vocation familiale, pluri-générationnelle et donc ouvert à tou(te)s! Organisé en 4 pôles situés au cœur des quartiers Eysinais, Il propose des projets, des ateliers, des activités et des moments conviviaux à partager tout au long de l'année. Les actions de l'Eycho sont conçues avec les habitants et à partir de leurs attentes dans les domaines du sport, de la culture, des loisirs, du multimédia, de l'action sociale, de l'emploi, de la solidarité ou encore du développement durable.",,"Grand Caillou, Bât 11",,Grand Caillou,33320,33162,Gironde,Nouvelle Aquitaine,Bât 11,44.8806485493299,-0.635387067744235,,Non,981039243,777260924,"Lundi 10h-12h30/14h-17h, Mardi Mercredi Jeudi 9h-12h30/14h-19h, Vendredi 14h-18h, Samedi 14h-18h",,leycho.bourg@eysines.fr,https://www.eysines.fr/solidarite-et-social/leycho/le-centre-social-eycho/,https://www.facebook.com/eychoeysines,"Lundi 10h-12h30/14h-17h, Mardi Mercredi Jeudi 9h-12h30/14h-19h, Vendredi 14h-18h, Samedi 14h-18h","Mo 10:00-12:30,14:00-17:00; Tu-Th 09:00-12:30,14:00-19:00; Fr,Sa 14:00-18:00",Tout public,Sur inscription ou rendez-vous,"Individuel,Collectif",Handicap moteur,"Accès à un équipement informatique,Le public peut amener son propre matériel","TABLETTE/Expert,ORDI/Expert,INTERNET/Expert,MAILS/Expert,CV/Expert,DIFFCV/Expert,ORGRECHEMPLOI/Maîtrise,EMPLOISTORE/Maîtrise,DECLAPE/Expert,IMPOTS/Maîtrise,DROITSSOCIAUXRSACAF/Expert,RETRAITE/Basique,CPAM/Expert,FACTURES/Expert,ETATCIVIL/Maîtrise,PERMIS/Basique,PHOTO/Maîtrise,IMPTROISD/Non,PAO/Expert,SITEWEB/Basique,CODE/Non,MOOC/Maîtrise",Autre dispositif,"44.8806485493, -0.635387067744"
129,UDAF de la Gironde,,Association,Association,Privé,Bordeaux,Gratuit,gratuit sans restrictions,"L'Union Départementale des Associations Familiale de Gironde est une association d'utilité publique dont la mission est de représenter les familles en défendant les intérêts de ces dernières. Dans le cadre des actions proposées aux familles, elle anime des ateliers de codage informatique pour les enfants et leurs parents afin de favoriser la formation à l'usage responsable du numérique et la relation intergénérationnelle.",,25 rue Francis Martin,25,Rue Francis Martin,33300,33063,Gironde,Nouvelle Aquitaine,,44.8496866967274,-0.582296016292285,,Non,556014219,,Réception du public sur rendez-vous.,,institution@udaf33.fr,www.udaf33.fr,https://www.facebook.com/UDAF.Gironde.33,Réception du public sur rendez-vous.,,Jeunes,Sur inscription ou rendez-vous,Collectif,Handicap moteur,Accès à un équipement informatique,"TABLETTE/Non,ORDI/Non,INTERNET/Non,MAILS/Non,CV/Non,DIFFCV/Non,ORGRECHEMPLOI/Non,EMPLOISTORE/Non,DECLAPE/Non,IMPOTS/Non,DROITSSOCIAUXRSACAF/Non,RETRAITE/Non,CPAM/Non,FACTURES/Non,ETATCIVIL/Non,PERMIS/Non,PHOTO/Non,IMPTROISD/Non,PAO/Non,SITEWEB/Non,CODE/Maîtrise,MOOC/Non",,"44.8496866967, -0.582296016292"
